Genome	10p_S10_1.fastq Relative Abundance (%)	10p_S10_1.fastq Variance	10p_S10_1.fastq RPKM	10p_S10_1.fastq TPM	10_S36_1.fastq Relative Abundance (%)	10_S36_1.fastq Variance	10_S36_1.fastq RPKM	10_S36_1.fastq TPM	11p_S11_1.fastq Relative Abundance (%)	11p_S11_1.fastq Variance	11p_S11_1.fastq RPKM	11p_S11_1.fastq TPM	11_S37_1.fastq Relative Abundance (%)	11_S37_1.fastq Variance	11_S37_1.fastq RPKM	11_S37_1.fastq TPM	12p_S12_1.fastq Relative Abundance (%)	12p_S12_1.fastq Variance	12p_S12_1.fastq RPKM	12p_S12_1.fastq TPM	12_S38_1.fastq Relative Abundance (%)	12_S38_1.fastq Variance	12_S38_1.fastq RPKM	12_S38_1.fastq TPM	13p_S13_1.fastq Relative Abundance (%)	13p_S13_1.fastq Variance	13p_S13_1.fastq RPKM	13p_S13_1.fastq TPM	13_S39_1.fastq Relative Abundance (%)	13_S39_1.fastq Variance	13_S39_1.fastq RPKM	13_S39_1.fastq TPM	14p_S14_1.fastq Relative Abundance (%)	14p_S14_1.fastq Variance	14p_S14_1.fastq RPKM	14p_S14_1.fastq TPM	14_S40_1.fastq Relative Abundance (%)	14_S40_1.fastq Variance	14_S40_1.fastq RPKM	14_S40_1.fastq TPM	15p_S15_1.fastq Relative Abundance (%)	15p_S15_1.fastq Variance	15p_S15_1.fastq RPKM	15p_S15_1.fastq TPM	15_S41_1.fastq Relative Abundance (%)	15_S41_1.fastq Variance	15_S41_1.fastq RPKM	15_S41_1.fastq TPM	16p_S16_1.fastq Relative Abundance (%)	16p_S16_1.fastq Variance	16p_S16_1.fastq RPKM	16p_S16_1.fastq TPM	16_S42_1.fastq Relative Abundance (%)	16_S42_1.fastq Variance	16_S42_1.fastq RPKM	16_S42_1.fastq TPM	17p_S17_1.fastq Relative Abundance (%)	17p_S17_1.fastq Variance	17p_S17_1.fastq RPKM	17p_S17_1.fastq TPM	17_S43_1.fastq Relative Abundance (%)	17_S43_1.fastq Variance	17_S43_1.fastq RPKM	17_S43_1.fastq TPM	18p_S18_1.fastq Relative Abundance (%)	18p_S18_1.fastq Variance	18p_S18_1.fastq RPKM	18p_S18_1.fastq TPM	18_S44_1.fastq Relative Abundance (%)	18_S44_1.fastq Variance	18_S44_1.fastq RPKM	18_S44_1.fastq TPM	19p_S19_1.fastq Relative Abundance (%)	19p_S19_1.fastq Variance	19p_S19_1.fastq RPKM	19p_S19_1.fastq TPM	19_S45_1.fastq Relative Abundance (%)	19_S45_1.fastq Variance	19_S45_1.fastq RPKM	19_S45_1.fastq TPM	1p_S1_1.fastq Relative Abundance (%)	1p_S1_1.fastq Variance	1p_S1_1.fastq RPKM	1p_S1_1.fastq TPM	20_S46_1.fastq Relative Abundance (%)	20_S46_1.fastq Variance	20_S46_1.fastq RPKM	20_S46_1.fastq TPM	21p_S21_1.fastq Relative Abundance (%)	21p_S21_1.fastq Variance	21p_S21_1.fastq RPKM	21p_S21_1.fastq TPM	21_S47_1.fastq Relative Abundance (%)	21_S47_1.fastq Variance	21_S47_1.fastq RPKM	21_S47_1.fastq TPM	22p_S22_1.fastq Relative Abundance (%)	22p_S22_1.fastq Variance	22p_S22_1.fastq RPKM	22p_S22_1.fastq TPM	22_S48_1.fastq Relative Abundance (%)	22_S48_1.fastq Variance	22_S48_1.fastq RPKM	22_S48_1.fastq TPM	23p_S23_1.fastq Relative Abundance (%)	23p_S23_1.fastq Variance	23p_S23_1.fastq RPKM	23p_S23_1.fastq TPM	23_S49_1.fastq Relative Abundance (%)	23_S49_1.fastq Variance	23_S49_1.fastq RPKM	23_S49_1.fastq TPM	24p_S24_1.fastq Relative Abundance (%)	24p_S24_1.fastq Variance	24p_S24_1.fastq RPKM	24p_S24_1.fastq TPM	24_S50_1.fastq Relative Abundance (%)	24_S50_1.fastq Variance	24_S50_1.fastq RPKM	24_S50_1.fastq TPM	2p_S2_1.fastq Relative Abundance (%)	2p_S2_1.fastq Variance	2p_S2_1.fastq RPKM	2p_S2_1.fastq TPM	2_S28_1.fastq Relative Abundance (%)	2_S28_1.fastq Variance	2_S28_1.fastq RPKM	2_S28_1.fastq TPM	3p_S3_1.fastq Relative Abundance (%)	3p_S3_1.fastq Variance	3p_S3_1.fastq RPKM	3p_S3_1.fastq TPM	3_S29_1.fastq Relative Abundance (%)	3_S29_1.fastq Variance	3_S29_1.fastq RPKM	3_S29_1.fastq TPM	4p_S4_1.fastq Relative Abundance (%)	4p_S4_1.fastq Variance	4p_S4_1.fastq RPKM	4p_S4_1.fastq TPM	4_S30_1.fastq Relative Abundance (%)	4_S30_1.fastq Variance	4_S30_1.fastq RPKM	4_S30_1.fastq TPM	5p_S5_1.fastq Relative Abundance (%)	5p_S5_1.fastq Variance	5p_S5_1.fastq RPKM	5p_S5_1.fastq TPM	5_S31_1.fastq Relative Abundance (%)	5_S31_1.fastq Variance	5_S31_1.fastq RPKM	5_S31_1.fastq TPM	6p_S6_1.fastq Relative Abundance (%)	6p_S6_1.fastq Variance	6p_S6_1.fastq RPKM	6p_S6_1.fastq TPM	6_S32_1.fastq Relative Abundance (%)	6_S32_1.fastq Variance	6_S32_1.fastq RPKM	6_S32_1.fastq TPM	7p_S7_1.fastq Relative Abundance (%)	7p_S7_1.fastq Variance	7p_S7_1.fastq RPKM	7p_S7_1.fastq TPM	7_S33_1.fastq Relative Abundance (%)	7_S33_1.fastq Variance	7_S33_1.fastq RPKM	7_S33_1.fastq TPM	8p_S8_1.fastq Relative Abundance (%)	8p_S8_1.fastq Variance	8p_S8_1.fastq RPKM	8p_S8_1.fastq TPM	8_S34_1.fastq Relative Abundance (%)	8_S34_1.fastq Variance	8_S34_1.fastq RPKM	8_S34_1.fastq TPM	9p_S9_1.fastq Relative Abundance (%)	9p_S9_1.fastq Variance	9p_S9_1.fastq RPKM	9p_S9_1.fastq TPM	9_S35_1.fastq Relative Abundance (%)	9_S35_1.fastq Variance	9_S35_1.fastq RPKM	9_S35_1.fastq TPM
32_merged	0	0	0	0	NaN	0	0	0	0.8124443	1998.2373	32.485325	46367.766	1.0619284	1081.6719	42.945374	67574.555	NaN	0	0	0	0.5548091	3356.643	43.120335	64350.95	1.6436808	1687.3702	65.62351	107390.26	0	0	0	0	1.0445117	532.0194	31.899338	54007.93	0.9125508	1499.326	10.532653	28349.162	0.7167496	2106.8464	20.13733	34012.93	0.8398504	9.87419	10.741465	26360.52	1.8957306	2579.3372	51.410255	87922.27	0.75305575	11.2624445	8.506183	21269.152	3.2256982	9474.342	139.91566	164875.03	0.24615064	102.63513	2.6171827	5147.0996	2.502854	28541.986	145.3567	222197.66	0.13412589	80.24418	1.2080699	2297.6167	3.164697	9288.311	202.15388	306907.38	2.1521769	823.99396	99.50916	219787.94	0	0	0	0	1.6343789	49.2685	17.9762	35522.117	6.257346	19161.727	247.31038	401276.16	4.5978417	24.47271	75.66976	169993.19	4.8256946	27125.305	218.16052	340669.25	4.7530704	1.769001	82.75786	217000.23	3.9915683	4.392366	271.34033	407112.13	7.5338964	162.26765	99.50553	223008.16	4.689687	9933.616	224.24968	355269.6	2.9348304	2109.5183	40.337696	99115.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20683245	386.97202	16.554781	22500.482	0	0	0	0	0	0	0	0	0.21929152	1884.2888	21.655397	26544.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06748032	60.456264	2.9838464	4454.0166	0.88392055	2130.105	31.95596	47111.676	0.6146415	6.7721477	16.270208	27891.521
11p_S11_bin.80	0	0	0	0	NaN	0	0	0	0.16717002	1469.5317	7.256525	10357.568	0.07831502	69.570915	3.4454625	5421.4346	NaN	0	0	0	0	0	0	0	0.4019156	353.61328	16.561886	27102.855	0	0	0	0	0.65661395	643.28485	19.941898	33763.1	0.23051403	342.93457	2.7540343	7412.622	0.7321035	6571.3223	20.254541	34210.9	0.4334792	6.6939106	5.736856	14078.757	0.5307025	1914.7964	14.563612	24906.82	0.56576324	10.804192	6.501491	16256.551	0	0	0	0	0.031830475	15.478955	0.3581053	704.2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023834996	0.6362137	0.28430519	561.8054	0	0	0	0	0.21381474	1.1583185	3.7795272	8490.763	0	0	0	0	0	0	0	0	0	0	0	0	0.123291284	2.0690217	1.7915176	4015.0825	0.084238745	152.86545	4.528	7173.5234	0.12355289	95.35077	1.8826351	4625.9004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044174407	104.28829	4.4086666	5992.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03532814	68.904175	1.9297228	2880.516	0.2414925	1319.3223	9.248652	13634.997	0.18206619	2.6009977	5.127893	8790.593
15_S41_bin.5	0	0	0	0	NaN	0	0	0	0	0	0	0	0.16880095	125.804855	6.8210006	10732.844	NaN	0	0	0	0	0	0	0	0	0	0	0	0.8885865	359.4851	18.0894	53382.383	0	0	0	0	1.9992278	3595.084	22.38686	60255.355	0	0	0	0	2.2872615	35.40016	28.703829	70441.78	0	0	0	0	0.6163492	26.180582	6.9436455	17362.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16530305	2.6169896	2.2783127	5106.0703	0	0	0	0	0.08993444	64.34568	1.3047441	3205.9392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043662313	38.270996	1.973988	2946.5908	0	0	0	0	0.34585524	8.257404	9.089266	15581.452
23_S49_bin.10	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6593503	1087.9762	15.574358	30629.414	0	0	0	0	2.5722377	3577.912	20.8126	39583.293	0	0	0	0	0	0	0	0	0	0	0	0	5.6245294	1154.7551	54.246326	107194.21	0	0	0	0	0.5483358	2.293665	8.740078	19634.705	0	0	0	0	0	0	0	0	0	0	0	0	0.921226	10.456941	11.815785	26481.105	0	0	0	0	0.12815085	73.71704	1.7254595	4239.697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16p_S16_bin.16	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0.37391803	348.5447	15.184745	24849.227	0	0	0	0	0.05672711	168.08278	1.8362325	3108.8767	0	0	0	0	0.059592344	1929.7902	1.7406688	2940.0742	0.12385596	8.950004	1.996255	4898.989	0.6367125	1460.7505	17.504744	29936.764	0.108892456	11.653442	1.6218942	4055.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071759135	5.821118	1.2541522	2810.7598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0672848	1077.4934	4.797071	7547.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033284064	287.12122	1.9239995	2871.9717	0	0	0	0	0.07358908	4.101021	2.4643059	4224.4854
158_merged	0	0	0	0	NaN	0	0	0	0.010705651	65.57191	0.56673026	808.91956	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013751515	6.8324795	0.4978218	842.8488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50758135	4513.392	126.16576	138779.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82511526	6.5667515	130.8018	149953.77	0.630348	1.1891975	148.96568	158599.6	0.8425793	5427.99	140.73557	156318.92	0.6862595	5.861513	74.08469	104795.445	0.826252	1073.6538	117.08094	135010.23	0.67539877	1491.503	54.499413	74073.05	0.5415623	17225.541	197.62181	193043.52	0.9253204	2232.0793	54.378017	85560.05	0.6868896	5614.3423	68.72758	84244.67	1.0478284	16.89522	78.08256	107912.016	0.7942401	29802.48	123.83855	134378.83	1.3864437	9551.444	156.05544	188165.36	0.8089924	69.65983	140.14525	154553.23	1.1739047	2269.252	52.72654	78705.42	0	0	0	0	0	0	0	0
18_S44_bin.10	0	0	0	0	NaN	0	0	0	0.02237492	107.50722	1.1288006	1611.1882	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025781145	13.143938	0.8823324	1493.8534	0	0	0	0	0.017735958	62.554886	0.5461047	922.39734	0	0	0	0	0.013480973	16.757538	0.43920463	751.1316	0.028182585	0.4829813	0.3901917	975.6488	0.022326749	30.971817	1.0078729	1187.6658	4.976748	10849.89	47.65531	93721.62	0	0	0	0	9.934189	23325.639	81.65467	155298.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21802938	1.3485472	3.6404276	8178.2725	0	0	0	0	0	0	0	0	0	0	0	0	0.41924334	9.27374	5.8091807	13019.324	0	0	0	0	0.7726714	685.28925	10.780691	26489.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024164593	78.24019	1.0937237	1612.4426	0	0	0	0
5_S31_bin.13	0	0	0	0	NaN	0	0	0	0.0054946123	79.72909	0.4225319	603.09863	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22963904	328.19974	2.8044999	7548.453	0	0	0	0	0.33129868	9.279519	4.7684813	11702.277	0	0	0	0	0.5989063	13.07429	7.04465	17614.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05560855	1.7664322	0.9947601	2229.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03386432	68.71121	3.3419094	4542.1675	0	0	0	0	0.92684656	1623.1439	53.843693	84719.33	0	0	0	0	0.5595191	5.9220867	41.180195	56912.055	0	0	0	0	0.21030891	1440.7437	24.791203	29892.232	0	0	0	0	0.1421834	249.25006	6.8465657	10219.936	0	0	0	0	0.22498754	4.9219646	6.566453	11256.675
20_S46_bin.5	0	0	0	0	NaN	0	0	0	0.068096064	2744.7014	3.4469006	4919.917	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2288326	634.644	7.5353813	12757.953	0	0	0	0	0.26630932	8001.1313	7.7702723	13124.365	0.15396225	5.9600105	2.285613	5609.0977	0.17253926	2894.9302	5.3144817	9088.876	0.20971908	9.63717	2.6412375	6604.24	0.11908338	660.1437	6.531031	7696.093	0.87740886	485.58047	8.420973	16561.16	0	0	0	0	1.2255605	914.46545	10.076907	19165.176	0	0	0	0	0.866762	710.2506	39.469315	87176.68	0	0	0	0	1.3737469	51.57521	13.638306	26950.17	0.22502236	738.40356	10.4725485	16992.348	0.9722318	5.8337774	16.493824	37053.605	0	0	0	0	1.2257773	0.43951496	21.602737	56644.777	0	0	0	0	0.5798727	10.136513	8.025469	17986.383	0.24157532	804.2202	14.015657	22204.426	0.91488373	687.7744	12.852033	31579.256	0	0	0	0	0	0	0	0	0	0	0	0	0.11571975	0.9759741	13.657853	19319.525	0	0	0	0	0.056265946	144.87495	5.5908356	7598.8027	0	0	0	0	0.036669776	162.20477	3.0651076	4822.7354	0	0	0	0	0.057159334	0.837099	5.070308	7007.292	0	0	0	0	0	0	0	0	0	0	0	0	0.050572738	116.96225	2.8167503	4204.5894	0.09677632	2001.3962	4.2913823	6326.65	0.06093075	2.370176	2.1069887	3611.9465
11p_S11_bin.50	0	0	0	0	NaN	0	0	0	0.1213865	214.51591	5.0206294	7166.169	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03322677	13.853934	1.1183156	1893.3903	0	0	0	0	0.07147005	142.41298	2.0397277	3445.1995	0.09494965	1.1389427	1.4074204	3453.9353	0.111457735	72.75792	3.1268427	5347.5527	0.121347204	1.836981	1.4884461	3721.763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068517186	137.04099	2.626981	3872.877	0.04594182	0.73271483	1.510434	2589.292
11p_S11_bin.70	0	0	0	0	NaN	0	0	0	0.5102795	1243.7563	20.910196	29846.064	0.56819737	536.14935	23.168873	36456.223	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040861197	19.262787	1.313343	2223.5862	0	0	0	0	0.029821256	73.06758	0.8868045	1497.8556	0.12014118	1.329642	1.630721	4001.934	0.03927549	34.65461	1.1410755	1951.4773	0.13854939	2.0251675	1.6320608	4080.8613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026202915	2.6260965	0.28619322	565.5363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018381458	17.977568	3.1019633	3576.985	0.06689351	127.86843	5.844448	7943.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029307088	29.964264	1.4704425	2194.9429	0.2979621	612.27045	11.036371	16270.58	0.22060186	2.2848735	6.025757	10329.774
8_S34_bin.14	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026122218	36.655384	1.5670352	2465.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8918078	1997.3822	39.53004	59006.867	0	0	0	0	0	0	0	0
11p_S11_bin.59	0	0	0	0	NaN	0	0	0	0.14056607	606.7418	6.0462127	8630.031	0.06802455	66.24605	3.063219	4819.974	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04791261	45.22569	1.7735976	3002.8306	0	0	0	0	0.065855615	526.091	2.0183418	3409.0776	0.03511045	0.59402996	0.579263	1421.563	0.040861234	166.3253	1.3227636	2262.2026	0.046126857	1.021138	0.6316578	1579.4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204941	77.18531	1.4610289	2180.892	0.15737268	514.52344	6.151482	9068.936	0.111382276	1.5675942	3.213215	5508.3174
191_merged	0	0	0	0	NaN	0	0	0	0.12258759	1422.6205	5.330839	7608.9478	0.091583736	82.163	3.9473999	6211.2314	NaN	0	0	0	0	0	0	0	0.42209795	356.30167	17.110113	28000.02	0	0	0	0	0.30392557	372.75464	9.476031	16043.614	0.32947716	453.01688	3.843787	10345.746	0.51742303	5024.05	14.325553	24196.557	0.6637828	10.423503	8.662156	21257.71	0.42363477	1644.9543	11.647277	19919.271	0.6325568	12.641427	7.2357697	18092.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04369191	1.6414522	0.72373384	1622.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059552714	134.65988	5.368789	7297.0073	0	0	0	0	0.026132025	104.65215	2.0953374	3296.8684	0.1341082	1088.801	13.977422	17133.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040329754	75.876	2.163366	3229.2786	0.21507852	1312.1982	8.175316	12052.614	0.15374725	2.386902	4.3362517	7433.506
5_S31_bin.10	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66207373	803.4693	37.619816	59192.18	0	0	0	0	0.13083577	1.286562	9.762323	13491.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23_S49_bin.9	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15172344	3.739631	2.2822695	5600.893	0	0	0	0	0.10119692	3.4934688	1.4143391	3536.462	0	0	0	0	0	0	0	0	0	0	0	0	0.042707462	40.10645	0.39859882	758.0913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17233726	0.7321078	2.9107144	6538.962	0	0	0	0	0	0	0	0	0	0	0	0	1.2302215	13.547553	16.002449	35864.094	0	0	0	0	0.13779603	85.52684	2.0542045	5047.4683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143_merged	0	0	0	0	NaN	0	0	0	0.20917149	624.5879	8.431796	12035.08	0.19398022	146.80563	7.846053	12345.767	NaN	0	0	0	0	0	0	0	0.6760474	597.16187	26.391945	43189.37	0	0	0	0	0.39802903	212.9769	11.791896	19964.545	0	0	0	0	0.43410066	1625.3771	11.815966	19957.738	0.20603454	2.4149315	2.6633978	6536.2153	0.3928353	572.1876	10.411028	17805.035	0.26305157	3.890532	2.975586	7440.2573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044626363	0.5751895	0.61977637	1389.0199	0.23557258	382.20425	11.207527	17755.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057192456	103.51051	4.7960143	6518.518	0	0	0	0	0	0	0	0	0.109880514	864.3518	10.997163	13480.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023755264	25.674725	1.1871574	1772.0808	0.29035828	681.7762	10.49106	15466.641	0.19333428	2.0190794	5.145565	8820.888
23_S49_bin.8	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2726697	20.541328	3.7678728	9246.697	0	0	0	0	0.23869565	44.911907	2.908057	7271.4053	0	0	0	0	0	0	0	0	0	0	0	0	0.14460458	881.0509	1.3144443	2499.9294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8605499	9.335782	29.913868	67201.94	0	0	0	0	2.5924425	0.96383744	44.832073	117554.65	0	0	0	0	1.7989496	24.148619	23.584831	52857.457	0	0	0	0	2.07957	1824.1084	28.238935	69387.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014938279	28.111813	0.8061221	1203.3066	0	0	0	0	0	0	0	0
11p_S11_bin.9	0	0	0	0	NaN	0	0	0	0.14872229	341.59482	6.146845	8773.671	0.20112526	138.58292	8.234206	12956.5205	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1925022	83.93987	5.80234	9823.786	0	0	0	0	0.15722877	409.6384	4.3248453	7304.872	0.121449076	1.3206254	1.6185552	3972.0786	0.0892574	73.960945	2.4699495	4224.1304	0.18372369	2.5568995	2.1187665	5297.8374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04650869	82.636055	4.2621584	5792.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020237388	47.1508	1.192949	1780.7258	0.1592456	308.8961	5.9072776	8708.914	0.10131899	1.0703989	2.8351326	4860.1826
